Command: vcs -R +v2k -full64 -f rtl_sim.f +define+DECRYPT +define+PAT3 +define+PAT_LEN=26465 \
+define+ASCII -debug_access+all -l vcs_decrypt_pat3.log
*** Using c compiler gcc instead of cc ...
                         Chronologic VCS (TM)
         Version N-2017.12_Full64 -- Sun Oct 12 02:00:49 2025
               Copyright (c) 1991-2017 by Synopsys Inc.
                         ALL RIGHTS RESERVED

This program is proprietary and confidential information of Synopsys Inc.
and may be used and disclosed only as authorized in a license agreement
controlling such use and disclosure.

Parsing design file './test_enigma_part4.v'
Parsing design file '../hdl/enigma_part4.v'
Top Level Modules:
       test_enigma_part4
TimeScale is 1 ns / 1 ps
Starting vcs inline pass...
3 modules and 0 UDP read.
recompiling module test_enigma_part4
	However, due to incremental compilation, only 1 module needs to be compiled. 
rm -f _csrc*.so pre_vcsobj_*.so share_vcsobj_*.so
ld -shared  -o .//../simv.daidir//_csrc0.so objs/amcQw_d.o 
rm -f _csrc0.so
if [ -x ../simv ]; then chmod -x ../simv; fi
g++  -o ../simv   -Wl,-rpath-link=./ -Wl,-rpath='$ORIGIN'/simv.daidir/ -Wl,-rpath=./simv.daidir/ \
-Wl,-rpath='$ORIGIN'/simv.daidir//scsim.db.dir  -rdynamic     _31677_archive_1.so \
_prev_archive_1.so _csrc0.so  SIM_l.o  _csrc0.so     rmapats_mop.o rmapats.o rmar.o \
rmar_nd.o  rmar_llvm_0_1.o rmar_llvm_0_0.o          /usr/cad/synopsys/vcs/2017.12/linux64/lib/libzerosoft_rt_stubs.so \
/usr/cad/synopsys/vcs/2017.12/linux64/lib/libvirsim.so /usr/cad/synopsys/vcs/2017.12/linux64/lib/liberrorinf.so \
/usr/cad/synopsys/vcs/2017.12/linux64/lib/libsnpsmalloc.so /usr/cad/synopsys/vcs/2017.12/linux64/lib/libvfs.so \
/usr/cad/synopsys/vcs/2017.12/linux64/lib/libvcsnew.so /usr/cad/synopsys/vcs/2017.12/linux64/lib/libsimprofile.so \
/usr/cad/synopsys/vcs/2017.12/linux64/lib/libuclinative.so /usr/cad/synopsys/vcs/2017.12/linux64/lib/vcs_tls.o \
-Wl,-whole-archive /usr/cad/synopsys/vcs/2017.12/linux64/lib/libvcsucli.so -Wl,-no-whole-archive \
_vcs_pli_stub_.o   /usr/cad/synopsys/vcs/2017.12/linux64/lib/vcs_save_restore_new.o \
/usr/cad/synopsys/verdi/2019.06/share/PLI/VCS/LINUX64/pli.a -ldl  -lc -lm -lpthread \
-ldl 
../simv up to date
Command: /home/u110/u110022124/ICLAB/HW2/part4/sim/./simv +v2k +define+DECRYPT +define+PAT3 +define+PAT_LEN=26465 +define+ASCII -a vcs_decrypt_pat3.log
[PASS]: PAT       11798, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11799, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11800, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11801, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11802, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11803, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11804, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11805, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11806, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11807, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11808, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11809, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11810, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11811, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11812, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11813, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11814, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11815, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11816, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11817, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11818, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11819, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11820, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11821, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11822, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11823, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11824, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11825, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11826, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11827, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11828, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11829, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11830, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11831, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11832, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11833, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11834, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11835, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11836, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11837, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11838, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11839, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11840, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11841, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11842, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11843, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11844, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11845, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11846, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11847, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11848, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11849, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11850, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11851, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11852, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11853, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11854, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11855, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11856, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11857, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11858, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11859, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11860, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11861, golden_pat = 3a, code_out = 3a
[PASS]: PAT       11862, golden_pat = 3b, code_out = 3b
[PASS]: PAT       11863, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11864, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11865, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11866, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11867, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11868, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11869, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11870, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11871, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11872, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11873, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11874, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11875, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11876, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11877, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11878, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11879, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11880, golden_pat = 3b, code_out = 3b
[PASS]: PAT       11881, golden_pat = 3a, code_out = 3a
[PASS]: PAT       11882, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11883, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11884, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11885, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11886, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11887, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11888, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11889, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11890, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11891, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11892, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11893, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11894, golden_pat = 0e, code_out = 0e
[PASS]: PAT       11895, golden_pat = 3f, code_out = 3f
[PASS]: PAT       11896, golden_pat = 0e, code_out = 0e
[PASS]: PAT       11897, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11898, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11899, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11900, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11901, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11902, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11903, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11904, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11905, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11906, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11907, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11908, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11909, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11910, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11911, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11912, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11913, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11914, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11915, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11916, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11917, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11918, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11919, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11920, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11921, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11922, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11923, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11924, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11925, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11926, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11927, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11928, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11929, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11930, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11931, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11932, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11933, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11934, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11935, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11936, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11937, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11938, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11939, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11940, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11941, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11942, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11943, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11944, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11945, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11946, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11947, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11948, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11949, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11950, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11951, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11952, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11953, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11954, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11955, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11956, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11957, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11958, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11959, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11960, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11961, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11962, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11963, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11964, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11965, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11966, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11967, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11968, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11969, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11970, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11971, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11972, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11973, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11974, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11975, golden_pat = 1d, code_out = 1d
[PASS]: PAT       11976, golden_pat = 0e, code_out = 0e
[PASS]: PAT       11977, golden_pat = 3e, code_out = 3e
[PASS]: PAT       11978, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11979, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11980, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11981, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11982, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11983, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11984, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11985, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11986, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11987, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11988, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11989, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11990, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11991, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11992, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11993, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11994, golden_pat = 1a, code_out = 1a
[PASS]: PAT       11995, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11996, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11997, golden_pat = 1e, code_out = 1e
[PASS]: PAT       11998, golden_pat = 3b, code_out = 3b
[PASS]: PAT       11999, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12000, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12001, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12002, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12003, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12004, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12005, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12006, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12007, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12008, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12009, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12010, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12011, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12012, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12013, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12014, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12015, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12016, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12017, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12018, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12019, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12020, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12021, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12022, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12023, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12024, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12025, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12026, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12027, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12028, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12029, golden_pat = 1f, code_out = 1f
[PASS]: PAT       12030, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12031, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12032, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12033, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12034, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12035, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12036, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12037, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12038, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12039, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12040, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12041, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12042, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12043, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12044, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12045, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12046, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12047, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12048, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12049, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12050, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12051, golden_pat = 0e, code_out = 0e
[PASS]: PAT       12052, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12053, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12054, golden_pat = 3a, code_out = 3a
[PASS]: PAT       12055, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12056, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12057, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12058, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12059, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12060, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12061, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12062, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12063, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12064, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12065, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12066, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12067, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12068, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12069, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12070, golden_pat = 0e, code_out = 0e
[PASS]: PAT       12071, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12072, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12073, golden_pat = 3b, code_out = 3b
[PASS]: PAT       12074, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12075, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12076, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12077, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12078, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12079, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12080, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12081, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12082, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12083, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12084, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12085, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12086, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12087, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12088, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12089, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12090, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12091, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12092, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12093, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12094, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12095, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12096, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12097, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12098, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12099, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12100, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12101, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12102, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12103, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12104, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12105, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12106, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12107, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12108, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12109, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12110, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12111, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12112, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12113, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12114, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12115, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12116, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12117, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12118, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12119, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12120, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12121, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12122, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12123, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12124, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12125, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12126, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12127, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12128, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12129, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12130, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12131, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12132, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12133, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12134, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12135, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12136, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12137, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12138, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12139, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12140, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12141, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12142, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12143, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12144, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12145, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12146, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12147, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12148, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12149, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12150, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12151, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12152, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12153, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12154, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12155, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12156, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12157, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12158, golden_pat = 1d, code_out = 1d
[PASS]: PAT       12159, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12160, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12161, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12162, golden_pat = 3b, code_out = 3b
[PASS]: PAT       12163, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12164, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12165, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12166, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12167, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12168, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12169, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12170, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12171, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12172, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12173, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12174, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12175, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12176, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12177, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12178, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12179, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12180, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12181, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12182, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12183, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12184, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12185, golden_pat = 3e, code_out = 3e
[PASS]: PAT       12186, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12187, golden_pat = 3f, code_out = 3f
[PASS]: PAT       12188, golden_pat = 3b, code_out = 3b
[PASS]: PAT       12189, golden_pat = 1d, code_out = 1d
[PASS]: PAT       12190, golden_pat = 1e, code_out = 1e
[PASS]: PAT       12191, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12192, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12193, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12194, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12195, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12196, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12197, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12198, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12199, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12200, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12201, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12202, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12203, golden_pat = 1a, code_out = 1a
[PASS]: PAT       12204, golden_pat = 1a, code_out = 1a
